doc_name,page_num,sentence_num,sentence
What about dreams  State of the art and open questions,10,18,"Brain Topography, 30(5), 629-638. https://doi.org/10.1007/ $10548-017-0563-1  Scarpelli, S., Marzano, C., D'Atri, A., Gorgoni, M., Ferrara, M., & De Gennaro, L. (2015)."
What about dreams  State of the art and open questions,10,19,State-or trait-like individual differences in dream recall: Preliminary findings from a within-subjects study of multiple nap REM sleep awakenings.
What about dreams  State of the art and open questions,10,20,"Frontiers in Psychology, 6, 928. https://doi."
What about dreams  State of the art and open questions,10,21,"org/10.3389/fpsyg.2015.00928  Scarpelli, S., Nadorff, M. R., Bjorvatn, B., Chung, F., Dauvilliers, Y., Espie, C. A., ... De Gennaro, L. (2022)."
What about dreams  State of the art and open questions,10,22,Nightmares in people with COVID-19: Did coronavirus infect our dreams?
What about dreams  State of the art and open questions,10,23,"Nature and Science of Sleep, 14, 93-108. https://doi.org/10.2147/NSS.S344299  Schiappa, C., Scarpelli, S., D'Atri, A., Gorgoni, M., & De Gennaro, L. (2018)."
What about dreams  State of the art and open questions,10,24,Narcolepsy and emotional experience: A review of the literature.
What about dreams  State of the art and open questions,10,25,"Behavioral and Brain Functions, 14(1), 1-11. https://doi.org/10.1186/ $12993-018-0151-x  Schredl, M. (2006)."
What about dreams  State of the art and open questions,10,26,Factors affecting the continuity between waking and dreaming: Emotional intensity and emotional tone of the waking-life event.
What about dreams  State of the art and open questions,10,27,"Sleep and Hypnosis, 8(1), 1-308. https://doi.org/10.1016/ s1053-8100(02)00072-7  Schredl, M. (2008)."
What about dreams  State of the art and open questions,10,28,Laboratory references in dreams: Methodological prob- lem and/or evidence for the continuity hypothesis of dreaming?
What about dreams  State of the art and open questions,10,29,"Inter- national Journal of Dream Research, 1(1), 3-6. https://doi."
What about dreams  State of the art and open questions,10,30,"org/10.11588/heidok.00008425  Schredl, M. (2009)."
What about dreams  State of the art and open questions,10,31,Dreams in patients with sleep disorders.
What about dreams  State of the art and open questions,10,32,"Sleep Medicine Reviews, 13, 215-221. https://doi.org/10.1016/j.smrv.2008.06.002  Schredl, M., Atanasova, D., Hérmann, K., Maurer, J. T., Hummel, T., & Stuck, B."
What about dreams  State of the art and open questions,10,33,A.
What about dreams  State of the art and open questions,10,34,(2009).
What about dreams  State of the art and open questions,10,35,Information processing during sleep: The effect of olfactory stimuli on dream content and dream emotions.
What about dreams  State of the art and open questions,10,36,"Journal of Sleep Research, 18(3), 285-290. https://doi.org/10.1111/j.1365- 2869.2009.00737.x  Schredl, M., Hoffmann, L., Sommer, J. U., & Stuck, B."
What about dreams  State of the art and open questions,10,37,A.
What about dreams  State of the art and open questions,10,38,(2014).
What about dreams  State of the art and open questions,10,39,Olfactory stimulation during sleep can reactivate odor-associated images.
What about dreams  State of the art and open questions,10,40,"Chemosensory Perception, 7(3), 140-146. https://doi.org/10.1007/s12078- 014-9173-4  oe ale 11 of 12  Schredl, M., & Hofmann, F. (2003)."
What about dreams  State of the art and open questions,10,41,Continuity between waking activities and dream activities.
What about dreams  State of the art and open questions,10,42,"Consciousness and Cognition, 12(2), 298-308. https://doi.org/10.1016/S1053-8100(02)00072-7  Schredl, M., & Reinhard, |."
What about dreams  State of the art and open questions,10,43,(2008).
What about dreams  State of the art and open questions,10,44,Gender differences in dream recall: A meta-analysis.
What about dreams  State of the art and open questions,10,45,"Journal of Sleep Research, 17(2), 125-131. https://doi."
What about dreams  State of the art and open questions,10,46,"org/10.1016/j.smrv.2010.06.002  Settineri, S., Frisone, F., Alibrandi, A., & Merlo, E. M. (2019)."
What about dreams  State of the art and open questions,10,47,"Italian adapta- tion of the Mannheim dream questionnaire (MADRE): Age, gender and dream recall effects."
What about dreams  State of the art and open questions,10,48,"International Journal of Dream Research, 12, 119- 129. https://doi.org/10.11588/ijodr.2019.1.59328  Shapiro, F. (1989)."
What about dreams  State of the art and open questions,10,49,Eye movement desensitization: A new treatment for post-traumatic stress disorder.
What about dreams  State of the art and open questions,10,50,"Journal of Behavior Therapy and Experi- mental Psychiatry, 20(3), 211-217. https://doi.org/10.1016/ 0005-7916(89)90025-6  Shimizu, A., & Inoue, T. (1986)."
What about dreams  State of the art and open questions,10,51,Dreamed speech and speech muscle activ- ity.
What about dreams  State of the art and open questions,10,52,"Psychophysiology, 23(2), 210-214. https://doi.org/10.1111/j.14 69-8986.1986.tb00620.x  Siclari, F., Baird, B., Perogamvros, L., Bernardi, G., LaRocque, J. J., Riedner, B., ... Tononi, G. (2017)."
What about dreams  State of the art and open questions,10,53,The neural correlates of dreaming.
What about dreams  State of the art and open questions,10,54,"Nature Neurosci- ence, 20(6), 872-878. https://doi.org/10.1038/nn.4545  Siclari, F., Bernardi, G., Cataldi, J., & Tononi, G. (2018)."
What about dreams  State of the art and open questions,10,55,Dreaming in NREM sleep: A high-density EEG study of slow waves and spindles.
What about dreams  State of the art and open questions,10,56,"Journal of Neuroscience, 38(43), 9175-9185. https://doi.org/10.1523/JNEURO SCI.0855-18.2018  Simor, P., Bodizs, R., Horvath, K., & Ferri, R. (2013)."
What about dreams  State of the art and open questions,10,57,Disturbed dreaming and the instability of sleep: Altered nonrapid eye movement sleep microstructure in individuals with frequent nightmares as revealed by the cyclic alternating pattern.
What about dreams  State of the art and open questions,10,58,"Sleep, 36(3), 413-419. https://doi."
What about dreams  State of the art and open questions,10,59,"org/10.5665/sleep.2462  Simor, P., Horvath, K., Gombos, F., Takacs, K. P., & Bddizs, R. (2012)."
What about dreams  State of the art and open questions,10,60,Dis- turbed dreaming and sleep quality: Altered sleep architecture in sub- jects with frequent nightmares.
What about dreams  State of the art and open questions,10,61,"European Archives of Psychiatry and Clinical Neuroscience, 262(8), 687-696. https://doi.org/10.1007/ s00406-012-0318-7  Smith, D. V., & Shepherd, G. M. (2003)."
What about dreams  State of the art and open questions,10,62,Chemical senses: Taste and olfac- tion.
What about dreams  State of the art and open questions,10,63,"In L. R. Squire, J. L. Roberts, N. C. Spitzer, M. J. Zigmond, S. K. McConnell, & F. E. Bloom (Eds."
What about dreams  State of the art and open questions,10,64,"), Fundamental Neuroscience (2nd ed., pp."
What about dreams  State of the art and open questions,10,65,631-666).
What about dreams  State of the art and open questions,10,66,Academic Press.
What about dreams  State of the art and open questions,10,67,"Solms, M. (1997)."
What about dreams  State of the art and open questions,10,68,The neuropsychology of dreams: A Clinico-anatomical study.
What about dreams  State of the art and open questions,10,69,Erlbaum.
What about dreams  State of the art and open questions,10,70,"Solms, M. (2000)."
What about dreams  State of the art and open questions,10,71,Dreaming and REM sleep are controlled by different brain mechanisms.
What about dreams  State of the art and open questions,10,72,"Behavioral and Brain Sciences, 23(6), 843-850. https://doi.org/10.1017/S0140525X00003988  Sopp, M. R., Michael, T., & Mecklinger, A."
What about dreams  State of the art and open questions,10,73,(2018).
What about dreams  State of the art and open questions,10,74,Effects of early morning nap sleep on associative memory for neutral and emotional stimuli.
What about dreams  State of the art and open questions,10,75,"Brain Research, 1698, 29-42. https://doi.org/10.1016/j.brainres."
What about dreams  State of the art and open questions,10,76,"2018.06.020  Spoormaker, V. I., Gvozdanovic, G. A., Samann, P. G., & Czisch, M. (2014)."
What about dreams  State of the art and open questions,10,77,Ventromedial prefrontal cortex activity and rapid eye movement sleep are associated with subsequent fear expression in human subjects.
What about dreams  State of the art and open questions,10,78,"Experimental Brain Research, 232(5), 1547-1554. https://doi.org/10.1007/ s00221-014-3831-2  Spoormaker, V."
What about dreams  State of the art and open questions,10,79,"|., & Van Den Bout, J."
What about dreams  State of the art and open questions,10,80,(2006).
What about dreams  State of the art and open questions,10,81,Lucid dreaming treatment for nightmares: A pilot study.
What about dreams  State of the art and open questions,10,82,"Psychotherapy and Psychosomatics, 75(6), 389-394. https://doi.org/10.1159/000095446  Sterpenich, V., Perogamvros, L., Tononi, G., & Schwartz, S. (2020)."
What about dreams  State of the art and open questions,10,83,Fear in dreams and in wakefulness: Evidence for day/night affective homeo- stasis.
What about dreams  State of the art and open questions,10,84,"Human Brain Mapping, 41(3), 840-850. https://doi.org/10."
What about dreams  State of the art and open questions,10,85,"1002/hbm.24843  Sterpenich, V., van Schie, M. K. M., Catsiyannis, M., Ramyead, A., Perrig, S., Yang, H. D., van de Ville, D., & Schwartz, S. (2021)."
What about dreams  State of the art and open questions,10,86,Reward biases spontaneous neural reactivation during sleep.
What about dreams  State of the art and open questions,10,87,"Nature Communications, 12, 4162. https://doi.org/10.1038/s41467-021-24357-5  Takeuchi, T., Ogilvie, R. D., Murphy, T. I., & Ferrelli, A. V. (2003)."
What about dreams  State of the art and open questions,10,88,EEG activ- ities during elicited sleep onset REM and NREM periods reflect         & g = 8 gy 2 & E     = 8 g. g Es = z S     PUOD pur suAL am 2g “[PZOT/SO/S1] UO Amery auTTUG KAT M “GO9E  puoo-pure-stua9} tu  8 g z E a s .
What about dreams  State of the art and open questions,10,89,Q 9 g i     « a = 2 9 z 3 Pa
What about dreams  State of the art and open questions,11,0,SCARPELLI er AL.
What about dreams  State of the art and open questions,11,1,wof12| PERE.
What about dreams  State of the art and open questions,11,2,", RE SP ily  different mechanisms of dream generation."
What about dreams  State of the art and open questions,11,3,"Clinical Neurophysiology, 114(2), 210-220. https://doi.org/10.1016/s1388-2457(02)00385-1  Tempesta, D., Curcio, G., de Gennaro, L., & Ferrara, M. (2013)."
What about dreams  State of the art and open questions,11,4,Long-term impact of earthquakes on sleep quality.
What about dreams  State of the art and open questions,11,5,"PLoS One, 8(2), e55936."
What about dreams  State of the art and open questions,11,6,"https: //doi.org/10.1371/journal.pone.0055936  Vallat, R., Eichenlaub, J."
What about dreams  State of the art and open questions,11,7,"B., Nicolas, A., & Ruby, P. (2018)."
What about dreams  State of the art and open questions,11,8,Dream recall fre- quency is associated with medial prefrontal cortex white-matter den- sity.
